Location,Tv,Air_conditioner,Refrigerator,Water_heater,Modern_Wardrobe,Back_up_power_supply,Gym,Elevator,Modernized_bathrooms,Room size,Number of people in a room,Historical pricing data,Current Price
Atonsu,Yes,No,Yes,No,No,No,Yes,Yes,Yes,2,2,4620,6006.0
Bomsu,No,No,Yes,No,Yes,Yes,No,No,Yes,3,3,3910,4301.0
Campus,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,3,4250,6800.0
Campus,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,6870,10992.0
Atonsu,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,3,3950,5135.0
Bomsu,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2,2,4480,4928.0
Tech junction,Yes,Yes,Yes,No,No,No,Yes,No,Yes,3,3,4020,5226.0
Tech junction,No,No,No,No,Yes,No,Yes,No,No,3,3,3640,4732.0
Ayeduase,Yes,No,No,No,No,No,Yes,Yes,No,4,4,2900,4350.0
Newsite,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2,2,4480,4928.0
Tech junction,Yes,Yes,No,No,No,Yes,No,Yes,No,4,4,3050,3965.0
Boadi,No,Yes,No,Yes,No,Yes,Yes,No,Yes,3,3,4030,5239.0
Ayeduase,No,Yes,No,No,Yes,Yes,No,Yes,Yes,4,4,3110,4665.0
Boadi,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,2,4760,6188.0
Atonsu,Yes,No,No,No,Yes,No,No,No,Yes,3,3,3760,4888.0
Bomsu,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,4,2950,3245.0000000000005
Atonsu,Yes,Yes,Yes,No,No,No,Yes,No,Yes,3,3,4020,5226.0
Newsite,No,No,No,Yes,Yes,No,Yes,No,Yes,3,3,3820,4202.0
Boadi,Yes,No,No,No,Yes,No,Yes,No,No,1,1,6240,8112.0
Atonsu,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4,4,3170,4121.0
Boadi,No,No,Yes,Yes,Yes,No,Yes,No,Yes,3,3,3920,5096.0
Newsite,Yes,No,Yes,No,No,Yes,Yes,Yes,No,2,2,4650,5115.0
Atonsu,Yes,Yes,No,Yes,No,No,No,No,No,2,2,4260,5538.0
Ayeduase,No,No,Yes,Yes,No,Yes,Yes,No,No,2,2,4410,6615.0
Campus,No,No,No,No,No,Yes,No,No,Yes,3,3,3770,6032.0
Tech junction,Yes,Yes,No,No,Yes,Yes,Yes,No,No,4,4,2990,3887.0
Newsite,Yes,No,Yes,Yes,No,Yes,No,No,No,3,3,3910,4301.0
Tech junction,No,Yes,No,No,Yes,Yes,Yes,No,Yes,4,4,3010,3913.0
Boadi,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,3,4410,5733.0
Atonsu,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,1,6550,8515.0
Atonsu,Yes,Yes,No,No,No,No,No,No,No,1,1,6200,8060.0
Ayeduase,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,3,3,4110,6165.0
Newsite,Yes,No,No,Yes,No,No,No,No,Yes,4,4,2780,3058.0000000000005
Newsite,No,Yes,No,Yes,Yes,No,No,No,Yes,3,3,3820,4202.0
Kotei,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,3,3,4170,5838.0
Ayeduase,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3,3,4250,6375.0
Ayeduase,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,4,3170,4755.0
Campus,No,No,Yes,Yes,No,No,No,No,No,4,4,2660,4256.0
Boadi,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,2,4550,5915.0
Newsite,No,No,No,Yes,Yes,No,Yes,No,Yes,4,4,2820,3102.0000000000005
Kotei,Yes,No,Yes,Yes,No,No,No,Yes,Yes,1,1,6580,9212.0
Boadi,Yes,No,No,Yes,Yes,No,Yes,No,Yes,4,4,2920,3796.0
Ayeduase,No,Yes,No,No,Yes,No,Yes,Yes,No,4,4,2940,4410.0
Tech junction,No,No,Yes,Yes,Yes,No,No,No,No,4,4,2700,3510.0
Tech junction,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,4,3170,4121.0
Ayeduase,Yes,No,No,No,Yes,Yes,Yes,No,Yes,1,1,6510,9765.0
Atonsu,Yes,Yes,No,No,No,Yes,Yes,No,No,1,1,6450,8385.0
Kotei,Yes,No,No,No,Yes,Yes,Yes,No,Yes,1,1,6510,9114.0
Boadi,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,1,1,6550,8515.0
Kotei,No,No,Yes,No,No,Yes,No,Yes,No,4,4,2950,4130.0
Campus,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,3,3,4160,6656.0
Boadi,No,No,No,No,No,No,No,Yes,Yes,3,3,3820,4966.0
Newsite,No,No,No,No,No,No,No,Yes,Yes,1,1,6320,6952.000000000001
Kotei,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2,2,4710,6594.0
Tech junction,Yes,No,No,Yes,Yes,Yes,No,No,Yes,3,3,3970,5161.0
Tech junction,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4,4,3320,4316.0
Tech junction,Yes,Yes,No,No,Yes,Yes,No,Yes,No,2,2,4590,5967.0
Ayeduase,No,Yes,No,Yes,Yes,No,No,No,Yes,4,4,2820,4230.0
Atonsu,No,Yes,Yes,Yes,No,Yes,No,Yes,No,1,1,6610,8593.0
Tech junction,Yes,Yes,Yes,No,No,Yes,No,Yes,No,3,3,4150,5395.0
Tech junction,No,Yes,No,No,Yes,No,Yes,No,Yes,1,1,6360,8268.0
Ayeduase,No,No,Yes,No,Yes,Yes,Yes,Yes,No,4,4,3090,4635.0
Ayeduase,Yes,No,No,No,No,No,Yes,Yes,Yes,2,2,4520,6780.0
Campus,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4,4,3190,5104.0
Campus,Yes,No,No,No,Yes,Yes,Yes,No,Yes,4,4,3010,4816.0
Atonsu,No,No,Yes,No,No,No,No,No,No,2,2,4100,5330.0
Atonsu,No,Yes,No,Yes,No,No,Yes,No,Yes,2,2,4380,5694.0
Tech junction,No,No,No,Yes,No,No,Yes,Yes,No,1,1,6360,8268.0
Campus,No,Yes,No,Yes,No,Yes,Yes,No,No,4,4,2910,4656.0
Kotei,No,Yes,No,No,No,Yes,No,No,Yes,2,2,4370,6118.0
Ayeduase,No,Yes,Yes,No,No,No,No,No,Yes,2,2,4320,6480.0
Bomsu,Yes,Yes,Yes,No,Yes,No,No,Yes,No,2,2,4540,4994.0
Atonsu,No,No,No,No,No,Yes,No,No,No,3,3,3650,4745.0
Bomsu,No,No,Yes,No,Yes,Yes,No,No,No,2,2,4290,4719.0
Newsite,No,No,No,Yes,Yes,Yes,No,No,Yes,3,3,3870,4257.0
Kotei,Yes,No,Yes,No,No,Yes,No,No,No,2,2,4350,6090.0
Boadi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4,4,3190,4147.0
Campus,Yes,No,Yes,No,Yes,Yes,Yes,No,No,1,1,6490,10384.0
Kotei,Yes,No,No,No,No,No,Yes,No,No,3,3,3700,5180.0
Tech junction,Yes,No,No,No,No,No,No,No,No,3,3,3600,4680.0
Bomsu,Yes,No,Yes,No,Yes,No,Yes,No,Yes,2,2,4460,4906.0
Boadi,No,Yes,No,Yes,No,Yes,Yes,Yes,No,1,1,6610,8593.0
Bomsu,No,Yes,No,No,Yes,Yes,No,No,No,4,4,2790,3069.0000000000005
Atonsu,No,No,Yes,No,No,No,Yes,No,Yes,3,3,3820,4966.0
Ayeduase,No,Yes,Yes,Yes,No,No,Yes,Yes,No,3,3,4060,6090.0
Newsite,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,1,6750,7425.000000000001
Newsite,Yes,No,No,No,No,Yes,No,No,No,1,1,6250,6875.000000000001
Ayeduase,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,4,3020,4530.0
Newsite,No,No,No,Yes,No,No,No,Yes,No,3,3,3760,4136.0
Kotei,No,Yes,Yes,No,No,Yes,No,No,Yes,3,3,3970,5558.0
Campus,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,2,4710,7536.0
Boadi,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,4,4,3190,4147.0
Ayeduase,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,2,2,4680,7020.0
Bomsu,Yes,Yes,No,Yes,Yes,No,No,No,No,4,4,2800,3080.0000000000005
Campus,No,Yes,Yes,No,No,Yes,No,Yes,Yes,3,3,4170,6672.0
Campus,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2,2,4590,7344.0
Bomsu,Yes,Yes,No,No,Yes,No,No,No,Yes,3,3,3860,4246.0
Kotei,Yes,Yes,No,No,No,Yes,No,No,Yes,4,4,2970,4158.0
Bomsu,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,1,1,6710,7381.000000000001
Campus,Yes,Yes,No,No,Yes,Yes,Yes,No,No,1,1,6490,10384.0
Boadi,No,No,Yes,Yes,Yes,No,Yes,No,Yes,1,1,6420,8346.0
Atonsu,No,No,No,No,No,Yes,Yes,No,Yes,3,3,3870,5031.0
Atonsu,No,No,No,No,Yes,No,Yes,Yes,No,2,2,4340,5642.0
Atonsu,No,Yes,No,No,Yes,No,No,Yes,Yes,1,1,6460,8398.0
Bomsu,No,Yes,No,No,Yes,No,No,No,Yes,3,3,3760,4136.0
Tech junction,No,Yes,Yes,No,Yes,No,Yes,No,No,2,2,4340,5642.0
Bomsu,No,Yes,Yes,No,No,Yes,Yes,No,Yes,1,1,6570,7227.000000000001
Campus,Yes,No,Yes,No,No,No,No,No,No,4,4,2700,4320.0
Tech junction,No,No,Yes,Yes,Yes,No,No,No,No,1,1,6200,8060.0
Kotei,Yes,No,Yes,No,Yes,No,No,Yes,Yes,1,1,6560,9184.0
Atonsu,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4,4,3000,3900.0
Kotei,No,No,No,No,Yes,No,Yes,Yes,Yes,2,2,4460,6244.0
Bomsu,No,Yes,No,No,No,Yes,Yes,No,Yes,3,3,3970,4367.0
Tech junction,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1,1,6600,8580.0
Bomsu,No,No,Yes,No,Yes,Yes,Yes,Yes,No,4,4,3090,3399.0000000000005
Atonsu,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4670,6071.0
Boadi,Yes,Yes,No,No,Yes,No,No,No,No,4,4,2740,3562.0
Bomsu,Yes,Yes,No,No,No,Yes,No,Yes,Yes,3,3,4170,4587.0
Boadi,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4,4,3310,4303.0
Atonsu,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4,4,3370,4381.0
Boadi,Yes,No,No,No,Yes,Yes,Yes,No,Yes,4,4,3010,3913.0
Bomsu,Yes,Yes,No,No,No,No,Yes,No,No,2,2,4300,4730.0
Tech junction,No,Yes,No,No,Yes,Yes,No,No,No,2,2,4290,5577.0
Boadi,No,Yes,No,No,Yes,No,No,Yes,Yes,4,4,2960,3848.0
Campus,No,Yes,No,No,No,No,No,No,No,3,3,3600,5760.0
Kotei,No,No,Yes,No,Yes,No,Yes,No,No,4,4,2740,3835.9999999999995
Campus,Yes,Yes,Yes,No,Yes,Yes,No,No,No,3,3,3990,6384.0
Ayeduase,Yes,No,No,No,No,No,Yes,Yes,No,4,4,2900,4350.0
Newsite,No,Yes,Yes,Yes,No,No,No,Yes,No,4,4,2960,3256.0000000000005
Boadi,Yes,No,No,Yes,No,No,No,No,Yes,2,2,4280,5564.0
Kotei,No,Yes,No,No,No,No,No,Yes,No,2,2,4300,6020.0
Bomsu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1,1,6770,7447.000000000001
Kotei,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,2,2,4570,6398.0
Bomsu,No,No,No,No,No,No,No,No,No,4,4,2500,2750.0
Campus,No,Yes,No,No,No,No,Yes,No,No,4,4,2700,4320.0
Atonsu,Yes,No,No,No,No,No,Yes,No,No,3,3,3700,4810.0
Tech junction,No,No,Yes,No,No,Yes,No,Yes,No,4,4,2950,3835.0
Atonsu,No,Yes,Yes,No,No,No,Yes,Yes,Yes,1,1,6620,8606.0
Campus,Yes,Yes,No,No,Yes,No,No,Yes,Yes,3,3,4060,6496.0
Boadi,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,1,1,6640,8632.0
Boadi,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3,3,4050,5265.0
Bomsu,No,Yes,No,Yes,No,Yes,Yes,No,Yes,3,3,4030,4433.0
Boadi,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,3,3,4330,5629.0
Newsite,No,Yes,Yes,No,No,Yes,No,No,No,3,3,3850,4235.0
Tech junction,Yes,No,Yes,Yes,Yes,No,No,No,No,3,3,3800,4940.0
Bomsu,No,Yes,No,Yes,Yes,Yes,No,No,Yes,2,2,4470,4917.0
Kotei,Yes,No,No,No,Yes,No,No,Yes,Yes,2,2,4460,6244.0
Boadi,No,Yes,Yes,No,No,Yes,Yes,No,Yes,4,4,3070,3991.0
Kotei,Yes,No,Yes,Yes,No,No,Yes,No,Yes,2,2,4480,6272.0
Campus,No,No,No,Yes,Yes,No,No,No,No,2,2,4100,6560.0
Newsite,No,No,Yes,No,No,No,Yes,Yes,No,3,3,3900,4290.0
Bomsu,Yes,No,No,Yes,No,Yes,No,No,No,1,1,6310,6941.000000000001
Boadi,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,4230,5499.0
Tech junction,No,No,Yes,No,No,No,No,Yes,No,4,4,2800,3640.0
Bomsu,Yes,No,No,Yes,No,No,Yes,No,Yes,4,4,2880,3168.0000000000005
Boadi,No,Yes,No,No,No,Yes,Yes,No,No,4,4,2850,3705.0
Tech junction,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3,3,4110,5343.0
Newsite,Yes,No,Yes,Yes,Yes,No,No,No,Yes,1,1,6420,7062.000000000001
Newsite,Yes,No,Yes,No,No,No,No,No,Yes,3,3,3820,4202.0
Newsite,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4270,4697.0
Campus,Yes,No,No,No,No,Yes,No,Yes,Yes,1,1,6570,10512.0
Campus,Yes,No,No,Yes,No,No,Yes,Yes,No,1,1,6460,10336.0
Atonsu,No,Yes,No,Yes,No,No,Yes,No,No,4,4,2760,3588.0
Kotei,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,3,4430,6202.0
Kotei,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4770,6678.0
Boadi,No,Yes,No,No,Yes,Yes,No,Yes,No,3,3,3990,5187.0
Tech junction,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4,4,3330,4329.0
Campus,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,4,3310,5296.0
Ayeduase,No,Yes,Yes,No,Yes,No,No,Yes,No,3,3,3940,5910.0
Kotei,No,Yes,Yes,No,Yes,No,No,Yes,No,3,3,3940,5516.0
Kotei,No,No,No,Yes,No,Yes,Yes,Yes,Yes,3,3,4130,5782.0
Campus,No,No,Yes,Yes,No,No,No,Yes,Yes,1,1,6480,10368.0
Atonsu,No,No,Yes,No,No,Yes,Yes,No,Yes,1,1,6470,8411.0
Ayeduase,No,No,No,Yes,No,Yes,No,Yes,Yes,3,3,4030,6045.0
Newsite,No,Yes,No,No,No,Yes,Yes,Yes,Yes,1,1,6670,7337.000000000001
Atonsu,No,No,No,No,Yes,No,No,Yes,No,4,4,2740,3562.0
Atonsu,No,Yes,Yes,No,Yes,Yes,No,Yes,No,3,3,4090,5317.0
Bomsu,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1,1,6680,7348.000000000001
Newsite,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,3,3,4180,4598.0
Boadi,No,Yes,No,No,Yes,No,No,Yes,Yes,3,3,3960,5148.0
Boadi,No,No,No,No,No,Yes,No,No,Yes,4,4,2770,3601.0
Bomsu,No,No,Yes,Yes,Yes,No,No,Yes,No,1,1,6400,7040.000000000001
Atonsu,No,Yes,Yes,No,No,No,Yes,No,No,2,2,4300,5590.0
Newsite,Yes,Yes,No,Yes,No,Yes,No,No,Yes,4,4,3030,3333.0000000000005
Bomsu,No,No,Yes,No,No,No,Yes,No,No,3,3,3700,4070.0000000000005
Kotei,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,1,6710,9394.0
Tech junction,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,2,2,4600,5980.0
Ayeduase,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,4,3310,4965.0
Bomsu,No,No,No,No,No,Yes,No,Yes,No,4,4,2850,3135.0000000000005
Kotei,No,Yes,Yes,Yes,No,No,Yes,No,No,1,1,6360,8904.0
Boadi,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,3,3,4210,5473.0
Boadi,No,Yes,No,No,Yes,Yes,Yes,Yes,No,4,4,3090,4017.0
Bomsu,Yes,No,No,No,Yes,Yes,Yes,No,Yes,3,3,4010,4411.0
Boadi,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,3,3,4230,5499.0
Ayeduase,Yes,No,Yes,Yes,No,No,No,Yes,No,1,1,6460,9690.0
Boadi,Yes,Yes,Yes,No,No,No,No,Yes,No,3,3,4000,5200.0
Campus,No,Yes,No,No,Yes,No,Yes,Yes,Yes,3,3,4060,6496.0
Bomsu,Yes,No,Yes,No,No,No,No,Yes,No,4,4,2900,3190.0000000000005
Boadi,No,Yes,No,Yes,No,Yes,No,No,No,1,1,6310,8203.0
Tech junction,No,No,No,Yes,Yes,Yes,Yes,No,Yes,2,2,4470,5811.0
Bomsu,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2,2,4610,5071.0
Boadi,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3,3,4050,5265.0
Kotei,No,No,Yes,Yes,No,Yes,No,No,No,1,1,6310,8834.0
Boadi,No,No,No,No,Yes,No,No,Yes,Yes,3,3,3860,5018.0
Kotei,No,No,No,No,Yes,No,Yes,No,Yes,4,4,2760,3863.9999999999995
Kotei,Yes,Yes,No,No,Yes,No,Yes,No,No,3,3,3840,5376.0
Bomsu,No,No,No,Yes,No,No,No,No,Yes,3,3,3680,4048.0000000000005
Newsite,No,Yes,No,No,Yes,Yes,No,No,Yes,2,2,4410,4851.0
Kotei,Yes,Yes,No,Yes,No,No,Yes,No,No,1,1,6360,8904.0
Boadi,No,No,No,No,Yes,No,No,Yes,No,2,2,4240,5512.0
Atonsu,Yes,Yes,No,No,Yes,No,No,No,Yes,4,4,2860,3718.0
Ayeduase,No,No,Yes,No,No,Yes,Yes,Yes,Yes,2,2,4670,7005.0
Bomsu,No,No,No,Yes,Yes,No,Yes,Yes,No,4,4,2900,3190.0000000000005
Atonsu,No,No,Yes,Yes,Yes,Yes,No,No,No,2,2,4350,5655.0
Kotei,Yes,No,Yes,Yes,Yes,Yes,No,No,No,2,2,4450,6230.0
Newsite,No,Yes,No,No,No,No,No,Yes,Yes,4,4,2920,3212.0000000000005
Tech junction,No,No,Yes,Yes,No,No,Yes,No,Yes,2,2,4380,5694.0
Tech junction,Yes,Yes,No,No,No,Yes,Yes,Yes,No,4,4,3150,4095.0
Ayeduase,Yes,Yes,Yes,No,No,No,No,Yes,No,4,4,3000,4500.0
Atonsu,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,3,3,4120,5356.0
Ayeduase,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,4,3120,4680.0
Campus,No,No,Yes,Yes,No,Yes,No,No,Yes,4,4,2930,4688.0
Kotei,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,3,3,4210,5894.0
Campus,Yes,No,Yes,No,No,Yes,Yes,No,No,1,1,6450,10320.0
Bomsu,No,No,Yes,No,No,No,Yes,No,No,2,2,4200,4620.0
Kotei,No,No,No,No,No,Yes,Yes,No,No,3,3,3750,5250.0
Bomsu,Yes,Yes,Yes,No,No,Yes,No,No,No,4,4,2950,3245.0000000000005
Boadi,Yes,No,Yes,Yes,Yes,No,No,Yes,No,3,3,4000,5200.0
Newsite,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,4,3020,3322.0000000000005
Atonsu,No,No,No,Yes,No,Yes,No,Yes,No,3,3,3910,5083.0
Boadi,Yes,Yes,Yes,No,No,No,Yes,No,No,3,3,3900,5070.0
Tech junction,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2,2,4830,6279.0
Newsite,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,1,6550,7205.000000000001
Boadi,No,No,No,No,Yes,No,No,No,No,2,2,4040,5252.0
Kotei,Yes,Yes,No,Yes,No,No,No,Yes,No,2,2,4460,6244.0
Boadi,Yes,Yes,No,No,No,Yes,Yes,No,Yes,2,2,4570,5941.0
Atonsu,No,Yes,No,Yes,Yes,No,No,Yes,No,4,4,2900,3770.0
Newsite,No,No,Yes,Yes,No,No,Yes,Yes,No,3,3,3960,4356.0
Newsite,No,Yes,No,Yes,Yes,Yes,No,No,Yes,4,4,2970,3267.0000000000005
Tech junction,Yes,Yes,Yes,No,No,Yes,Yes,No,No,3,3,4050,5265.0
Newsite,No,No,No,Yes,No,No,Yes,Yes,Yes,1,1,6480,7128.000000000001
Ayeduase,Yes,No,No,No,Yes,No,No,No,Yes,2,2,4260,6390.0
Newsite,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,4,4,3110,3421.0000000000005
Ayeduase,Yes,Yes,No,No,Yes,No,No,Yes,Yes,3,3,4060,6090.0
Ayeduase,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,1,1,6600,9900.0
Tech junction,No,No,Yes,No,Yes,No,Yes,Yes,Yes,4,4,3060,3978.0
Campus,Yes,Yes,No,No,Yes,Yes,No,No,No,3,3,3890,6224.0
Bomsu,Yes,No,No,Yes,No,No,No,No,No,1,1,6160,6776.000000000001
Newsite,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,4,3170,3487.0000000000005
Kotei,No,Yes,No,No,No,Yes,No,Yes,Yes,2,2,4570,6398.0
Tech junction,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,4,3170,4121.0
Tech junction,No,No,No,Yes,Yes,Yes,No,Yes,No,3,3,3950,5135.0
Ayeduase,Yes,Yes,No,No,No,No,No,No,No,1,1,6200,9300.0
Newsite,Yes,No,Yes,No,Yes,Yes,Yes,No,No,4,4,2990,3289.0000000000005
Newsite,No,No,No,Yes,Yes,Yes,No,No,No,3,3,3750,4125.0
Newsite,No,Yes,No,No,No,Yes,No,Yes,Yes,4,4,3070,3377.0000000000005
Ayeduase,No,No,Yes,Yes,Yes,No,No,No,No,4,4,2700,4050.0
Atonsu,No,No,No,No,Yes,Yes,No,Yes,Yes,3,3,4010,5213.0
Kotei,No,No,No,No,Yes,Yes,No,No,No,2,2,4190,5866.0
Ayeduase,Yes,Yes,No,No,No,No,No,No,Yes,2,2,4320,6480.0
Ayeduase,Yes,No,No,Yes,No,No,Yes,No,Yes,3,3,3880,5820.0
Boadi,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,2,2,4730,6149.0
Atonsu,No,No,Yes,No,Yes,No,Yes,Yes,Yes,4,4,3060,3978.0
Tech junction,Yes,No,Yes,Yes,Yes,No,No,Yes,No,1,1,6500,8450.0
Ayeduase,No,Yes,No,No,Yes,No,Yes,No,No,2,2,4240,6360.0
Ayeduase,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2,2,4610,6915.0
Campus,No,No,No,No,No,No,No,Yes,Yes,1,1,6320,10112.0
Boadi,No,Yes,No,No,Yes,Yes,No,No,Yes,4,4,2910,3783.0
Atonsu,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,1,1,6610,8593.0
Bomsu,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,2,4550,5005.0
Newsite,No,No,No,Yes,No,No,No,Yes,Yes,1,1,6380,7018.000000000001
Boadi,No,No,No,Yes,Yes,No,No,Yes,No,4,4,2800,3640.0
Campus,No,Yes,Yes,No,Yes,No,Yes,No,No,3,3,3840,6144.0
Atonsu,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1,1,6620,8606.0
Atonsu,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,3,4030,5239.0
Bomsu,No,No,Yes,Yes,No,No,No,No,No,3,3,3660,4026.0000000000005
Kotei,Yes,Yes,Yes,No,No,Yes,No,Yes,No,2,2,4650,6510.0
Campus,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,4,4,3270,5232.0
Tech junction,No,Yes,No,Yes,Yes,No,No,Yes,Yes,1,1,6520,8476.0
Campus,No,Yes,Yes,No,Yes,No,No,Yes,Yes,1,1,6560,10496.0
Newsite,No,No,Yes,No,Yes,No,No,Yes,No,4,4,2840,3124.0000000000005
Boadi,No,No,Yes,No,No,Yes,No,Yes,No,1,1,6450,8385.0
Bomsu,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,1,1,6650,7315.000000000001
Atonsu,No,No,No,Yes,No,No,No,No,No,3,3,3560,4628.0
Ayeduase,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4,4,3310,4965.0
Tech junction,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,2,2,4630,6019.0
Boadi,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,1,1,6680,8684.0
Tech junction,No,Yes,Yes,Yes,No,No,No,No,No,3,3,3760,4888.0
Newsite,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,4,4,3150,3465.0000000000005
Atonsu,No,No,Yes,Yes,No,Yes,No,No,No,2,2,4310,5603.0
Boadi,No,Yes,No,Yes,No,Yes,Yes,No,Yes,2,2,4530,5889.0
Campus,No,Yes,No,Yes,No,Yes,Yes,No,Yes,4,4,3030,4848.0
Ayeduase,No,No,No,No,Yes,No,No,No,No,2,2,4040,6060.0
Tech junction,No,Yes,No,No,Yes,Yes,No,Yes,Yes,3,3,4110,5343.0
Kotei,No,No,No,No,No,Yes,Yes,Yes,Yes,1,1,6570,9198.0
Tech junction,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,4,3120,4056.0
Atonsu,Yes,No,No,Yes,No,No,Yes,No,Yes,3,3,3880,5044.0
Kotei,No,Yes,Yes,Yes,No,Yes,No,No,No,1,1,6410,8974.0
Atonsu,No,No,No,Yes,No,Yes,Yes,Yes,Yes,4,4,3130,4069.0
Campus,No,No,No,Yes,No,Yes,Yes,No,No,2,2,4310,6896.0
Bomsu,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,1,1,6620,7282.000000000001
Bomsu,No,Yes,Yes,No,No,No,Yes,Yes,No,3,3,4000,4400.0
Boadi,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,2,2,4660,6058.0
Newsite,No,No,No,No,No,Yes,Yes,No,No,1,1,6250,6875.000000000001
Campus,Yes,Yes,Yes,No,No,No,No,No,Yes,1,1,6420,10272.0
Boadi,No,Yes,No,No,No,Yes,No,Yes,No,2,2,4450,5785.0
Ayeduase,No,Yes,No,Yes,Yes,Yes,Yes,No,No,1,1,6450,9675.0
Campus,Yes,No,No,Yes,Yes,No,Yes,No,Yes,1,1,6420,10272.0
Boadi,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,4,4,3220,4186.0
Boadi,Yes,No,Yes,Yes,No,Yes,No,No,Yes,3,3,4030,5239.0
